document,candidates,top1_match,top_5_match,top_10_match,pos_1st_match,query_terms,full_query_terms,iteration,term_field,document_field,query_terms_ratio,memory_size
7077,146,0,0,0,-1,0,11,1,track,session,0.8,3
7078,146,0,0,0,-1,0,11,1,track,session,0.8,3
7079,146,0,0,0,-1,0,13,1,track,session,0.8,3
7284,146,0,0,0,-1,0,7,1,track,session,0.8,3
7285,8,0,1,1,3,3,33,1,track,session,0.8,3
7286,146,0,0,0,-1,0,6,1,track,session,0.8,3
7287,0,0,0,0,-1,1,12,1,track,session,0.8,3
7289,124,1,1,1,1,7,61,1,track,session,0.8,3
7293,146,0,0,0,-1,0,17,1,track,session,0.8,3
7294,146,0,0,0,-1,0,6,1,track,session,0.8,3
7295,146,0,0,0,-1,0,10,1,track,session,0.8,3
7297,146,0,0,0,-1,0,11,1,track,session,0.8,3
7298,0,0,0,0,-1,2,41,1,track,session,0.8,3
7299,146,0,0,0,-1,0,29,1,track,session,0.8,3
7300,146,0,0,0,-1,0,19,1,track,session,0.8,3
7301,146,0,0,0,-1,0,5,1,track,session,0.8,3
7302,67,0,0,0,-1,2,21,1,track,session,0.8,3
7303,146,0,0,0,-1,0,15,1,track,session,0.8,3
7304,146,0,0,0,-1,0,7,1,track,session,0.8,3
7305,179,0,0,0,-1,4,25,1,track,session,0.8,3
7307,239,0,0,0,143,4,45,1,track,session,0.8,3
7308,0,0,0,0,-1,5,29,1,track,session,0.8,3
7309,146,0,0,0,-1,0,40,1,track,session,0.8,3
7310,146,0,0,0,-1,0,36,1,track,session,0.8,3
7311,146,0,0,0,-1,0,21,1,track,session,0.8,3
7314,173,0,0,1,6,1,26,1,track,session,0.8,3
7317,146,0,0,0,-1,0,4,1,track,session,0.8,3
7318,57,0,0,0,-1,5,68,1,track,session,0.8,3
7319,146,0,0,0,-1,0,5,1,track,session,0.8,3
7391,116,1,1,1,1,1,22,1,track,session,0.8,3
7444,21,0,0,0,-1,2,15,1,track,session,0.8,3
7445,146,0,0,0,-1,0,8,1,track,session,0.8,3
7446,146,0,0,0,-1,0,6,1,track,session,0.8,3
7447,146,0,0,0,-1,0,13,1,track,session,0.8,3
7450,146,0,0,0,-1,0,6,1,track,session,0.8,3
7451,146,0,0,0,-1,0,7,1,track,session,0.8,3
7452,146,0,0,0,-1,0,25,1,track,session,0.8,3
7453,146,0,0,0,-1,0,6,1,track,session,0.8,3
7454,146,0,0,0,-1,0,10,1,track,session,0.8,3
7455,167,0,0,0,75,1,28,1,track,session,0.8,3
7480,146,0,0,0,-1,0,27,1,track,session,0.8,3
7481,146,0,0,0,-1,0,30,1,track,session,0.8,3
7534,148,0,1,1,2,1,12,1,track,session,0.8,3
7536,146,0,0,0,-1,0,39,1,track,session,0.8,3
7537,146,0,0,0,-1,0,47,1,track,session,0.8,3
7544,0,0,0,0,-1,1,28,1,track,session,0.8,3
7600,146,0,0,0,-1,0,8,1,track,session,0.8,3
